,满意度水平,绩效评估,参加项目数,平均每月工时,工作年限,是否有工作事故,五年内是否晋升,职业,薪水,计数,db_labels,km_labels
1761,0.09,0.85,7,307,4,0,0,management,low,1,员工类2,员工类2
1762,0.41,0.71,3,205,4,0,0,marketing,low,1,杂类,杂类
1763,0.72,1.0,5,234,5,0,0,marketing,low,1,员工类3,员工类3
1764,0.36,0.54,2,127,3,0,0,marketing,low,1,员工类1,员工类1
1765,0.9,1.0,4,229,5,0,0,sales,low,1,员工类3,员工类3
1766,0.44,0.56,2,141,3,0,0,sales,low,1,员工类1,员工类1
1767,0.78,0.95,4,260,5,0,0,sales,low,1,员工类3,员工类3
1768,0.37,0.52,2,141,3,0,0,sales,low,1,员工类1,员工类1
1769,0.4,0.47,2,144,3,1,0,sales,low,1,员工类1,员工类1
1770,0.84,1.0,5,250,5,0,0,sales,low,1,员工类3,员工类3
1771,0.09,0.86,6,245,4,0,0,sales,low,1,员工类2,员工类2
1772,0.83,0.93,4,269,5,0,0,sales,low,1,员工类3,员工类3
1773,0.11,0.87,6,273,4,0,0,sales,low,1,员工类2,员工类2
1774,0.37,0.5,2,142,3,0,0,sales,low,1,员工类1,员工类1
1775,0.09,0.93,6,273,5,0,0,sales,low,1,员工类2,员工类2
1776,0.43,0.47,2,248,2,0,0,sales,medium,1,杂类,员工类1
1777,0.39,0.56,2,147,3,0,0,sales,medium,1,员工类1,员工类1
1778,0.85,0.9,2,168,2,0,0,sales,medium,1,杂类,杂类
1779,0.38,0.52,2,128,3,0,0,sales,medium,1,员工类1,员工类1
1780,0.76,0.84,5,227,5,1,0,sales,medium,1,员工类3,员工类3
1781,0.44,0.51,2,135,3,0,0,sales,medium,1,员工类1,员工类1
1782,0.73,1.0,4,268,5,0,0,sales,medium,1,员工类3,员工类3
1783,0.43,0.53,2,136,3,0,0,sales,medium,1,员工类1,员工类1
1784,0.43,0.51,2,149,3,1,0,accounting,medium,1,员工类1,员工类1
1785,0.09,0.96,7,264,4,0,0,accounting,medium,1,员工类2,员工类2
1786,0.43,0.53,2,143,3,0,0,accounting,medium,1,员工类1,员工类1
1787,0.45,0.57,2,138,3,0,0,hr,medium,1,员工类1,员工类1
1788,0.42,0.48,2,146,3,0,0,hr,high,1,员工类1,员工类1
1789,0.41,0.46,2,150,3,1,0,hr,low,1,员工类1,员工类1
1790,0.44,0.55,2,156,3,0,0,hr,medium,1,员工类1,员工类1
1791,0.09,0.92,7,245,4,0,0,technical,medium,1,员工类2,员工类2
1792,0.41,0.51,2,156,3,0,0,technical,medium,1,员工类1,员工类1
1793,0.43,0.51,2,143,3,0,0,technical,medium,1,员工类1,员工类1
1794,0.38,0.51,2,159,3,0,0,technical,low,1,员工类1,员工类1
1795,0.85,0.96,4,217,5,0,0,technical,low,1,员工类3,员工类3
1796,0.88,0.91,4,234,6,0,0,technical,low,1,员工类3,员工类3
1797,0.44,0.46,2,138,3,0,0,technical,low,1,员工类1,员工类1
1798,0.11,0.92,7,265,4,0,0,technical,low,1,员工类2,员工类2
1799,0.38,0.5,2,145,3,0,0,technical,low,1,员工类1,员工类1
1800,0.09,0.78,6,263,4,0,0,technical,low,1,员工类2,员工类2
1801,0.11,0.79,6,264,4,0,0,technical,low,1,员工类2,员工类2
1802,0.11,0.88,6,253,4,0,0,support,low,1,员工类2,员工类2
1803,0.44,0.48,2,155,3,0,0,support,low,1,员工类1,员工类1
1804,0.38,0.51,2,137,3,0,0,support,low,1,员工类1,员工类1
1805,0.1,0.87,6,254,5,0,0,support,low,1,员工类2,员工类2
1806,0.45,0.57,2,143,3,0,0,support,low,1,员工类1,员工类1
1807,0.11,0.94,7,280,5,0,0,support,low,1,员工类2,员工类2
1808,0.36,0.48,2,136,3,0,0,support,low,1,员工类1,员工类1
1809,0.72,0.95,5,271,5,0,0,support,low,1,员工类3,员工类3
1810,0.43,0.48,2,157,3,0,0,support,low,1,员工类1,员工类1
1811,0.45,0.5,2,150,3,0,0,support,low,1,员工类1,员工类1
1812,0.4,0.53,2,127,3,0,0,support,low,1,员工类1,员工类1
1813,0.1,0.81,6,271,4,0,0,technical,low,1,员工类2,员工类2
1814,0.83,0.93,5,257,5,0,0,technical,low,1,员工类3,员工类3
1815,0.11,0.8,7,305,4,0,0,technical,medium,1,员工类2,员工类2
1816,0.43,0.5,2,152,3,0,0,management,medium,1,员工类1,员工类1
1817,0.38,0.5,2,144,3,0,0,IT,medium,1,员工类1,员工类1
1818,0.83,1.0,5,269,5,0,0,IT,medium,1,员工类3,员工类3
1819,0.11,0.82,7,285,4,0,0,IT,medium,1,员工类2,员工类2
1820,0.43,0.52,2,136,3,0,0,IT,medium,1,员工类1,员工类1
1821,0.11,0.88,6,294,4,0,0,IT,medium,1,员工类2,员工类2
1822,0.43,0.46,2,157,3,0,0,product_mng,medium,1,员工类1,员工类1
1823,0.1,0.89,6,280,4,0,0,product_mng,medium,1,员工类2,员工类2
1824,0.44,0.51,2,152,3,0,0,product_mng,medium,1,员工类1,员工类1
1825,0.82,0.91,5,276,6,0,0,product_mng,medium,1,员工类3,员工类3
1826,0.1,0.86,6,247,4,0,0,IT,medium,1,员工类2,员工类2
1827,0.1,0.95,5,286,4,0,0,RandD,high,1,员工类2,员工类2
1828,0.3,0.89,5,257,5,0,0,RandD,low,1,员工类2,员工类2
1829,0.1,0.93,6,258,4,0,0,RandD,medium,1,员工类2,员工类2
1830,0.39,0.5,2,151,3,0,0,RandD,medium,1,员工类1,员工类1
1831,0.14,0.47,4,175,2,0,0,RandD,medium,1,杂类,员工类1
1832,0.82,0.92,4,252,5,0,0,marketing,medium,1,员工类3,员工类3
1833,0.1,0.85,6,266,4,0,0,sales,low,1,员工类2,员工类2
1834,0.09,0.9,6,295,4,0,0,accounting,low,1,员工类2,员工类2
1835,0.54,0.83,6,165,6,0,0,support,low,1,杂类,员工类3
1836,0.61,0.58,2,264,4,0,0,technical,low,1,杂类,杂类
1837,0.1,0.79,6,275,4,0,0,management,low,1,员工类2,员工类2
1838,0.1,0.9,6,299,4,0,0,marketing,low,1,员工类2,员工类2
1839,0.36,0.49,2,147,3,0,0,marketing,low,1,员工类1,员工类1
1840,0.1,0.97,7,306,4,0,0,marketing,low,1,员工类2,员工类2
1841,0.84,1.0,5,242,5,0,0,sales,low,1,员工类3,员工类3
1842,0.38,0.51,2,159,3,0,0,sales,low,1,员工类1,员工类1
1843,0.41,0.49,2,147,3,0,0,sales,low,1,员工类1,员工类1
1844,0.37,0.51,2,154,3,1,0,sales,low,1,员工类1,员工类1
1845,0.43,0.56,2,129,3,0,0,sales,low,1,员工类1,员工类1
1846,0.46,0.53,2,161,3,0,0,sales,low,1,员工类1,员工类1
1847,0.09,0.84,6,269,4,0,0,sales,low,1,员工类2,员工类2
1848,0.78,0.86,5,274,5,0,0,sales,low,1,员工类3,员工类3
1849,0.45,0.53,2,159,3,0,0,sales,low,1,员工类1,员工类1
1850,0.42,0.47,2,135,3,0,0,sales,low,1,员工类1,员工类1
1851,0.46,0.53,2,147,3,0,0,sales,low,1,员工类1,员工类1
1852,0.39,0.49,2,142,3,0,0,sales,low,1,员工类1,员工类1
1853,0.36,0.51,2,130,3,0,0,sales,low,1,员工类1,员工类1
1854,0.43,0.53,2,147,3,0,0,sales,medium,1,员工类1,员工类1
1855,0.85,0.87,5,246,5,1,0,sales,medium,1,员工类3,员工类3
1856,0.11,0.92,6,281,4,0,0,sales,medium,1,员工类2,员工类2
1857,0.11,0.9,6,253,4,0,0,sales,medium,1,员工类2,员工类2
1858,0.38,0.47,2,128,3,0,0,sales,medium,1,员工类1,员工类1
1859,0.43,0.57,2,129,3,0,0,sales,medium,1,员工类1,员工类1
1860,0.75,1.0,5,223,6,0,0,accounting,medium,1,员工类3,员工类3
1861,0.11,0.92,6,269,4,0,0,accounting,medium,1,员工类2,员工类2
1862,0.1,0.9,7,269,4,0,0,accounting,medium,1,员工类2,员工类2
1863,0.1,0.81,7,244,5,0,0,hr,medium,1,员工类2,员工类2
1864,0.37,0.5,2,154,3,0,0,hr,medium,1,员工类1,员工类1
1865,0.11,0.93,5,140,5,0,0,hr,medium,1,杂类,员工类2
1866,0.45,0.46,2,159,3,0,0,hr,high,1,员工类1,员工类1
1867,0.44,0.48,2,158,3,0,0,technical,low,1,员工类1,员工类1
1868,0.44,0.56,2,133,3,0,0,technical,medium,1,员工类1,员工类1
1869,0.11,0.77,6,247,4,0,0,technical,medium,1,员工类2,员工类2
1870,0.79,0.93,5,268,5,0,0,technical,medium,1,员工类3,员工类3
1871,0.8,0.9,5,267,5,0,0,technical,medium,1,员工类3,员工类3
1872,0.1,0.87,7,251,5,0,0,technical,low,1,员工类2,员工类2
1873,0.09,0.93,6,279,4,0,0,technical,low,1,员工类2,员工类2
1874,0.7,0.84,6,161,4,0,0,technical,low,1,杂类,杂类
1875,0.72,0.84,4,256,5,0,0,technical,low,1,员工类3,员工类3
1876,0.11,0.8,6,304,4,0,0,technical,low,1,员工类2,员工类2
1877,0.39,0.51,2,137,3,0,0,technical,low,1,员工类1,员工类1
1878,0.4,0.49,2,144,3,0,0,support,low,1,员工类1,员工类1
1879,0.43,0.54,2,142,3,0,0,support,low,1,员工类1,员工类1
1880,0.76,0.87,5,262,5,0,0,support,low,1,员工类3,员工类3
1881,0.4,0.48,2,142,3,0,0,support,low,1,员工类1,员工类1
1882,0.09,0.89,6,282,4,0,0,support,low,1,员工类2,员工类2
1883,0.37,0.54,2,157,3,0,0,support,low,1,员工类1,员工类1
1884,0.87,0.91,5,228,5,0,0,support,low,1,员工类3,员工类3
1885,0.1,0.86,6,283,4,0,0,support,low,1,员工类2,员工类2
1886,0.11,0.86,6,286,4,0,0,support,low,1,员工类2,员工类2
1887,0.43,0.5,2,148,3,0,0,support,low,1,员工类1,员工类1
1888,0.1,0.81,6,245,4,0,0,support,low,1,员工类2,员工类2
1889,0.11,0.95,6,279,4,0,0,technical,low,1,员工类2,员工类2
1890,0.85,0.87,5,245,5,0,0,technical,low,1,员工类3,员工类3
1891,0.37,0.49,2,138,3,0,0,technical,low,1,员工类1,员工类1
1892,0.44,0.52,2,141,3,0,0,management,low,1,员工类1,员工类1
1893,0.1,0.83,7,302,5,0,0,IT,medium,1,员工类2,员工类2
1894,0.11,0.89,6,268,4,0,0,IT,medium,1,员工类2,员工类2
1895,0.87,0.88,5,240,5,0,0,IT,medium,1,员工类3,员工类3
1896,0.39,0.49,2,127,3,0,0,IT,medium,1,员工类1,员工类1
1897,0.1,0.94,7,264,4,0,0,IT,medium,1,员工类2,员工类2
1898,0.44,0.53,2,155,3,0,0,product_mng,medium,1,员工类1,员工类1
1899,0.4,0.49,2,143,3,0,0,product_mng,medium,1,员工类1,员工类1
1900,0.76,0.98,5,217,6,0,0,product_mng,medium,1,员工类3,员工类3
1901,0.46,0.55,2,147,3,0,0,product_mng,medium,1,员工类1,员工类1
1902,0.9,0.92,4,271,5,0,0,IT,medium,1,员工类3,员工类3
1903,0.85,0.87,4,273,5,0,0,RandD,medium,1,员工类3,员工类3
1904,0.1,0.78,5,285,4,1,0,RandD,medium,1,员工类2,员工类2
1905,0.43,0.49,2,131,3,0,0,RandD,high,1,员工类1,员工类1
1906,0.2,0.5,5,135,6,0,0,RandD,low,1,杂类,杂类
1907,0.81,0.92,5,239,5,0,0,RandD,medium,1,员工类3,员工类3
1908,0.83,0.85,5,237,5,0,0,marketing,medium,1,员工类3,员工类3
1909,0.14,0.75,4,277,5,1,0,sales,medium,1,杂类,员工类2
1910,0.1,0.84,5,303,5,0,0,accounting,medium,1,员工类2,员工类2
1911,0.91,0.98,4,242,6,0,0,support,low,1,员工类3,员工类3
1912,0.37,0.57,2,158,3,0,0,technical,low,1,员工类1,员工类1
1913,0.42,0.57,2,147,3,1,0,management,low,1,员工类1,员工类1
1914,0.39,0.68,2,282,5,0,0,marketing,low,1,杂类,杂类
1915,0.39,0.54,2,154,3,0,0,marketing,low,1,员工类1,员工类1
1916,0.44,0.52,2,149,3,0,0,marketing,low,1,员工类1,员工类1
1917,0.37,0.45,2,149,3,0,0,sales,low,1,员工类1,员工类1
1918,0.39,0.53,2,146,3,0,0,sales,low,1,员工类1,员工类1
1919,0.72,0.94,4,258,5,0,0,sales,low,1,员工类3,员工类3
1920,0.37,0.49,2,148,3,0,0,sales,low,1,员工类1,员工类1
1921,0.82,0.94,5,236,5,0,0,sales,low,1,员工类3,员工类3
1922,0.42,0.52,2,134,3,0,0,sales,low,1,员工类1,员工类1
1923,0.59,1.0,2,155,5,0,0,sales,low,1,杂类,员工类3
1924,0.82,0.86,5,257,5,0,0,sales,low,1,员工类3,员工类3
1925,0.73,0.97,6,189,2,0,0,sales,low,1,杂类,杂类
1926,0.78,0.66,3,164,3,0,0,sales,low,1,杂类,杂类
1927,0.09,0.95,6,271,4,0,0,sales,low,1,员工类2,员工类2
1928,0.1,0.97,6,280,4,0,0,sales,low,1,员工类2,员工类2
1929,0.45,0.46,2,149,3,0,0,sales,low,1,员工类1,员工类1
1930,0.83,0.81,5,219,5,0,0,sales,low,1,员工类3,员工类3
1931,0.43,0.51,2,128,3,0,0,sales,low,1,员工类1,员工类1
1932,0.4,0.47,2,128,3,0,0,sales,medium,1,员工类1,员工类1
1933,0.43,0.46,2,157,3,0,0,sales,medium,1,员工类1,员工类1
1934,0.78,0.93,4,225,5,0,0,sales,medium,1,员工类3,员工类3
1935,0.39,0.45,2,140,3,0,0,sales,medium,1,员工类1,员工类1
1936,0.11,0.97,6,310,4,0,0,accounting,medium,1,员工类2,员工类2
1937,0.36,0.52,2,143,3,0,0,accounting,medium,1,员工类1,员工类1
1938,0.36,0.54,2,153,3,0,0,accounting,medium,1,员工类1,员工类1
1939,0.1,0.79,7,310,4,0,0,hr,medium,1,员工类2,员工类2
1940,0.4,0.47,2,136,3,0,0,hr,medium,1,员工类1,员工类1
1941,0.81,0.85,4,251,6,0,0,hr,medium,1,员工类3,员工类3
1942,0.4,0.47,2,144,3,0,0,hr,medium,1,员工类1,员工类1
1943,0.09,0.93,6,296,4,0,0,technical,medium,1,员工类2,员工类2
1944,0.76,0.89,5,238,5,0,0,technical,high,1,员工类3,员工类3
1945,0.73,0.93,5,162,4,0,0,technical,low,1,杂类,杂类
1946,0.38,0.49,2,137,3,0,0,technical,medium,1,员工类1,员工类1
1947,0.72,0.84,5,257,5,0,0,technical,medium,1,员工类3,员工类3
1948,0.4,0.56,2,148,3,0,0,technical,medium,1,员工类1,员工类1
1949,0.91,0.99,5,254,5,0,0,technical,medium,1,员工类3,员工类3
1950,0.85,0.85,4,247,6,0,0,technical,low,1,员工类3,员工类3
1951,0.9,0.7,5,206,4,0,0,technical,low,1,杂类,杂类
1952,0.46,0.55,2,145,3,0,0,technical,low,1,员工类1,员工类1
1953,0.43,0.57,2,159,3,1,0,technical,low,1,员工类1,员工类1
1954,0.89,0.88,5,228,5,1,0,support,low,1,员工类3,员工类3
1955,0.09,0.81,6,257,4,0,0,support,low,1,员工类2,员工类2
1956,0.4,0.48,2,155,3,0,0,support,low,1,员工类1,员工类1
1957,0.76,0.83,6,293,6,0,0,support,low,1,员工类3,员工类3
1958,0.4,0.57,2,151,3,0,0,support,low,1,员工类1,员工类1
1959,0.37,0.48,2,160,3,0,0,support,low,1,员工类1,员工类1
1960,0.37,0.53,2,143,3,0,0,support,low,1,员工类1,员工类1
1961,0.11,0.96,6,280,4,0,0,support,low,1,员工类2,员工类2
1962,0.37,0.52,2,158,3,0,0,support,low,1,员工类1,员工类1
1963,0.09,0.89,7,310,4,0,0,support,low,1,员工类2,员工类2
1964,0.88,0.86,5,258,5,0,0,support,low,1,员工类3,员工类3
1965,0.84,0.94,5,262,5,0,0,technical,low,1,员工类3,员工类3
1966,0.1,0.98,6,265,4,0,0,technical,low,1,员工类2,员工类2
1967,0.41,0.47,2,143,3,1,0,technical,low,1,员工类1,员工类1
1968,0.84,0.91,5,232,6,0,0,management,low,1,员工类3,员工类3
1969,0.41,0.55,2,161,3,0,0,IT,low,1,员工类1,员工类1
1970,0.53,0.76,5,132,6,0,0,IT,low,1,杂类,员工类3
1971,0.42,0.47,2,139,3,1,0,IT,medium,1,员工类1,员工类1
1972,0.36,0.5,2,131,3,0,0,IT,medium,1,员工类1,员工类1
1973,0.38,0.52,2,161,3,0,0,IT,medium,1,员工类1,员工类1
1974,0.36,0.48,2,152,3,0,0,product_mng,medium,1,员工类1,员工类1
1975,0.46,0.54,2,138,3,0,0,product_mng,medium,1,员工类1,员工类1
1976,0.37,0.47,2,159,3,1,0,product_mng,medium,1,员工类1,员工类1
1977,0.42,0.49,2,153,3,0,0,product_mng,medium,1,员工类1,员工类1
1978,0.44,0.56,2,156,3,0,0,IT,medium,1,员工类1,员工类1
1979,0.92,0.82,5,265,5,0,0,RandD,medium,1,员工类3,员工类3
1980,0.1,0.79,6,301,5,0,0,RandD,medium,1,员工类2,员工类2
1981,0.76,1.0,4,220,6,0,0,RandD,medium,1,员工类3,员工类3
1982,0.11,0.79,6,247,4,0,0,RandD,medium,1,员工类2,员工类2
1983,0.43,0.48,2,136,3,0,0,RandD,high,1,员工类1,员工类1
1984,0.4,0.49,2,160,3,0,0,marketing,low,1,员工类1,员工类1
1985,0.11,0.84,7,310,4,0,0,sales,medium,1,员工类2,员工类2
1986,0.84,0.82,5,240,5,0,0,accounting,medium,1,员工类3,员工类3
1987,0.84,0.84,5,238,5,0,0,support,medium,1,员工类3,员工类3
1988,0.51,0.6,7,243,5,0,0,technical,medium,1,杂类,员工类2
1989,0.66,0.91,5,248,4,0,0,management,low,1,员工类3,员工类3
1990,0.42,0.56,2,137,3,0,0,marketing,low,1,员工类1,员工类1
1991,0.38,0.49,2,155,3,0,0,marketing,low,1,员工类1,员工类1
1992,0.15,0.63,7,229,3,0,0,marketing,low,1,杂类,员工类2
1993,0.38,0.53,2,140,3,0,0,sales,low,1,员工类1,员工类1
1994,0.43,0.54,2,156,3,0,0,sales,low,1,员工类1,员工类1
1995,0.37,0.57,2,147,3,0,0,sales,low,1,员工类1,员工类1
1996,0.11,0.92,7,293,4,0,0,sales,low,1,员工类2,员工类2
1997,0.41,0.53,2,157,3,0,0,sales,low,1,员工类1,员工类1
1998,0.84,0.96,4,247,5,0,0,sales,low,1,员工类3,员工类3
1999,0.4,0.51,2,148,3,0,0,sales,low,1,员工类1,员工类1
12000,0.38,0.53,2,157,3,0,0,sales,low,1,员工类1,员工类1
12001,0.8,0.86,5,262,6,0,0,sales,medium,1,员工类3,员工类3
12002,0.11,0.88,7,272,4,0,0,sales,medium,1,员工类2,员工类2
12003,0.72,0.87,5,223,5,0,0,sales,low,1,员工类3,员工类3
12004,0.37,0.52,2,159,3,0,0,sales,low,1,员工类1,员工类1
12005,0.41,0.5,2,153,3,0,0,sales,low,1,员工类1,员工类1
12006,0.1,0.77,6,247,4,0,0,sales,low,1,员工类2,员工类2
12007,0.92,0.85,5,259,5,0,0,sales,low,1,员工类3,员工类3
12008,0.89,1.0,5,224,5,0,0,sales,low,1,员工类3,员工类3
12009,0.42,0.53,2,142,3,0,0,sales,low,1,员工类1,员工类1
12010,0.45,0.54,2,135,3,0,0,sales,low,1,员工类1,员工类1
12011,0.11,0.81,6,305,4,0,0,sales,low,1,员工类2,员工类2
12012,0.84,0.92,4,234,5,0,0,sales,low,1,员工类3,员工类3
12013,0.41,0.55,2,148,3,0,0,sales,low,1,员工类1,员工类1
12014,0.36,0.56,2,137,3,0,0,sales,low,1,员工类1,员工类1
12015,0.38,0.54,2,143,3,0,0,sales,low,1,员工类1,员工类1
12016,0.45,0.47,2,160,3,0,0,sales,low,1,员工类1,员工类1
12017,0.78,0.99,4,255,6,0,0,sales,low,1,员工类3,员工类3
12018,0.45,0.51,2,160,3,1,1,sales,low,1,员工类1,员工类1
12019,0.76,0.89,5,262,5,0,0,sales,low,1,员工类3,员工类3
12020,0.11,0.83,6,282,4,0,0,sales,low,1,员工类2,员工类2
12021,0.38,0.55,2,147,3,0,0,sales,low,1,员工类1,员工类1
12022,0.09,0.95,6,304,4,0,0,sales,low,1,员工类2,员工类2
12023,0.46,0.57,2,139,3,0,0,sales,low,1,员工类1,员工类1
12024,0.4,0.53,2,158,3,0,0,sales,low,1,员工类1,员工类1
12025,0.89,0.92,5,242,5,0,0,sales,low,1,员工类3,员工类3
12026,0.82,0.87,4,239,5,0,0,sales,low,1,员工类3,员工类3
12027,0.4,0.49,2,135,3,0,0,sales,low,1,员工类1,员工类1
12028,0.41,0.46,2,128,3,0,0,accounting,low,1,员工类1,员工类1
12029,0.38,0.5,2,132,3,0,0,accounting,low,1,员工类1,员工类1
12030,0.09,0.62,6,294,4,0,0,accounting,low,1,员工类2,员工类2
12031,0.45,0.57,2,134,3,0,0,hr,low,1,员工类1,员工类1
12032,0.4,0.51,2,145,3,0,0,hr,low,1,员工类1,员工类1
12033,0.45,0.55,2,140,3,0,0,hr,low,1,员工类1,员工类1
12034,0.84,0.87,4,246,6,0,0,hr,low,1,员工类3,员工类3
12035,0.1,0.94,6,255,4,0,0,technical,low,1,员工类2,员工类2
12036,0.38,0.46,2,137,3,0,0,technical,low,1,员工类1,员工类1
12037,0.45,0.5,2,126,3,0,0,technical,low,1,员工类1,员工类1
12038,0.11,0.89,6,306,4,0,0,technical,low,1,员工类2,员工类2
12039,0.41,0.54,2,152,3,0,0,technical,low,1,员工类1,员工类1
12040,0.87,0.88,5,269,5,0,0,technical,low,1,员工类3,员工类3
12041,0.45,0.48,2,158,3,0,0,technical,low,1,员工类1,员工类1
12042,0.4,0.46,2,127,3,0,0,technical,low,1,员工类1,员工类1
12043,0.1,0.8,7,281,4,0,0,technical,low,1,员工类2,员工类2
12044,0.09,0.89,6,276,4,0,0,technical,low,1,员工类2,员工类2
12045,0.84,0.74,3,182,4,0,0,technical,low,1,杂类,杂类
12046,0.4,0.55,2,147,3,0,0,support,low,1,员工类1,员工类1
12047,0.57,0.7,3,273,6,0,0,support,low,1,杂类,员工类3
12048,0.4,0.54,2,148,3,0,0,support,low,1,员工类1,员工类1
12049,0.43,0.47,2,147,3,0,0,support,low,1,员工类1,员工类1
12050,0.13,0.78,6,152,2,0,0,support,low,1,杂类,杂类
12051,0.44,0.55,2,135,3,0,0,support,low,1,员工类1,员工类1
12052,0.38,0.55,2,134,3,0,0,support,low,1,员工类1,员工类1
12053,0.39,0.54,2,132,3,0,0,support,low,1,员工类1,员工类1
12054,0.1,0.92,7,307,4,0,0,support,low,1,员工类2,员工类2
12055,0.37,0.46,2,140,3,0,0,support,low,1,员工类1,员工类1
12056,0.11,0.94,7,255,4,0,0,support,low,1,员工类2,员工类2
12057,0.1,0.81,6,309,4,0,0,technical,low,1,员工类2,员工类2
12058,0.38,0.54,2,128,3,0,0,technical,low,1,员工类1,员工类1
12059,0.85,1.0,4,225,5,0,0,technical,low,1,员工类3,员工类3
12060,0.85,0.91,5,226,5,0,0,management,medium,1,员工类3,员工类3
12061,0.11,0.93,7,308,4,0,0,IT,medium,1,员工类2,员工类2
12062,0.1,0.95,6,244,5,0,0,IT,medium,1,员工类2,员工类2
12063,0.36,0.56,2,132,3,0,0,IT,medium,1,员工类1,员工类1
12064,0.11,0.94,6,286,4,0,0,IT,medium,1,员工类2,员工类2
12065,0.81,0.7,6,161,4,0,0,IT,medium,1,杂类,杂类
12066,0.43,0.54,2,153,3,0,0,product_mng,medium,1,员工类1,员工类1
12067,0.9,0.98,4,264,6,0,0,product_mng,medium,1,员工类3,员工类3
12068,0.76,0.86,5,223,5,1,0,product_mng,medium,1,员工类3,员工类3
12069,0.43,0.5,2,135,3,0,0,product_mng,medium,1,员工类1,员工类1
12070,0.74,0.99,2,277,3,0,0,IT,medium,1,杂类,杂类
12071,0.09,0.77,5,275,4,0,0,product_mng,medium,1,员工类2,员工类2
12072,0.45,0.49,2,149,3,0,0,product_mng,high,1,员工类1,员工类1
12073,0.09,0.87,7,295,4,0,0,product_mng,low,1,员工类2,员工类2
12074,0.11,0.97,6,277,4,0,0,product_mng,medium,1,员工类2,员工类2
12075,0.11,0.79,7,306,4,0,0,product_mng,medium,1,员工类2,员工类2
12076,0.1,0.83,6,295,4,0,0,product_mng,medium,1,员工类2,员工类2
12077,0.4,0.54,2,137,3,0,0,marketing,medium,1,员工类1,员工类1
12078,0.43,0.56,2,157,3,0,0,sales,low,1,员工类1,员工类1
12079,0.39,0.56,2,142,3,0,0,accounting,low,1,员工类1,员工类1
12080,0.45,0.54,2,140,3,0,0,support,low,1,员工类1,员工类1
12081,0.38,0.49,2,151,3,0,0,technical,low,1,员工类1,员工类1
12082,0.79,0.59,4,139,3,0,1,management,low,1,杂类,杂类
12083,0.84,0.85,4,249,6,0,0,marketing,low,1,员工类3,员工类3
12084,0.11,0.77,6,291,4,0,0,marketing,low,1,员工类2,员工类2
12085,0.11,0.87,6,305,4,0,0,marketing,low,1,员工类2,员工类2
12086,0.17,0.84,5,232,3,0,0,sales,low,1,杂类,员工类2
12087,0.44,0.45,2,132,3,0,0,sales,low,1,员工类1,员工类1
12088,0.37,0.57,2,130,3,0,0,sales,low,1,员工类1,员工类1
12089,0.1,0.79,6,291,4,0,0,sales,low,1,员工类2,员工类2
12090,0.4,0.5,2,130,3,0,0,sales,low,1,员工类1,员工类1
12091,0.89,1.0,5,246,5,0,0,sales,low,1,员工类3,员工类3
12092,0.42,0.48,2,143,3,0,0,sales,low,1,员工类1,员工类1
12093,0.46,0.55,2,129,3,0,0,sales,low,1,员工类1,员工类1
12094,0.09,0.83,6,255,4,0,0,sales,low,1,员工类2,员工类2
12095,0.37,0.51,2,155,3,0,0,sales,low,1,员工类1,员工类1
12096,0.1,0.77,6,265,4,0,0,sales,low,1,员工类2,员工类2
12097,0.1,0.84,6,279,4,0,0,sales,low,1,员工类2,员工类2
12098,0.11,0.97,6,284,4,0,0,sales,low,1,员工类2,员工类2
12099,0.9,1.0,5,221,6,0,0,sales,medium,1,员工类3,员工类3
12100,0.38,0.52,2,154,3,0,0,sales,medium,1,员工类1,员工类1
12101,0.36,0.52,2,147,3,0,0,sales,medium,1,员工类1,员工类1
12102,0.42,0.46,2,150,3,0,0,sales,medium,1,员工类1,员工类1
12103,0.09,0.94,7,267,4,0,0,sales,medium,1,员工类2,员工类2
12104,0.43,0.52,2,158,3,0,0,sales,medium,1,员工类1,员工类1
12105,0.24,0.46,7,224,5,0,0,accounting,medium,1,杂类,员工类2
12106,0.91,1.0,4,257,5,0,0,accounting,medium,1,员工类3,员工类3
12107,0.44,0.5,2,148,3,0,0,accounting,medium,1,员工类1,员工类1
12108,0.71,0.87,3,177,4,0,0,hr,medium,1,杂类,杂类
12109,0.4,0.49,2,155,3,0,0,hr,medium,1,员工类1,员工类1
12110,0.43,0.47,2,144,3,0,0,hr,medium,1,员工类1,员工类1
12111,0.09,0.85,6,289,4,0,0,hr,high,1,员工类2,员工类2
12112,0.43,0.52,2,160,3,0,0,technical,low,1,员工类1,员工类1
12113,0.9,0.96,4,258,5,0,0,technical,medium,1,员工类3,员工类3
12114,0.84,1.0,5,234,5,0,0,technical,medium,1,员工类3,员工类3
12115,0.37,0.48,2,137,3,0,0,technical,medium,1,员工类1,员工类1
12116,0.86,0.68,5,263,2,0,0,technical,medium,1,杂类,杂类
12117,0.11,0.84,6,251,4,0,0,technical,low,1,员工类2,员工类2
12118,0.37,0.57,2,133,3,0,0,technical,low,1,员工类1,员工类1
12119,0.4,0.46,2,132,3,0,0,technical,low,1,员工类1,员工类1
12120,0.14,0.62,4,158,4,1,0,technical,low,1,杂类,员工类1
12121,0.4,0.46,2,135,3,0,0,technical,low,1,员工类1,员工类1
12122,0.75,1.0,4,216,6,0,0,technical,low,1,员工类3,员工类3
12123,0.11,0.84,6,300,5,1,0,support,low,1,员工类2,员工类2
